"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
6.401910772E2,6.506811333E1,2.550364833E1,8.815625002E0,1.116432548E0,2.250700073E2,1.299999952E0,1.019999981E1
6.411910772E2,6.506810500E1,2.550362667E1,8.415629489E0,1.137536168E0,2.313999939E2,1.299999952E0,1.000000000E1
6.421910772E2,6.506809500E1,2.550360167E1,8.315634802E0,1.147830606E0,2.263600006E2,1.299999952E0,9.800000191E0
6.431910772E2,6.506808667E1,2.550358000E1,8.115639290E0,1.158125043E0,2.303899994E2,1.299999952E0,1.000000000E1
6.441910772E2,6.506808167E1,2.550356167E1,8.015642367E0,1.140109777E0,2.339900055E2,1.299999952E0,1.019999981E1
6.451910772E2,6.506807667E1,2.550354167E1,7.815645565E0,1.119006157E0,2.380299988E2,1.299999952E0,1.010000038E1
6.461910772E2,6.506806833E1,2.550351500E1,7.615650414E0,1.115403056E0,2.313800049E2,1.500000000E0,1.030000019E1
6.471910772E2,6.506806167E1,2.550349333E1,7.515654318E0,1.116947174E0,2.285800018E2,1.500000000E0,1.010000038E1
6.481910772E2,6.506805333E1,2.550347667E1,7.715658446E0,1.140624404E0,2.135200043E2,1.500000000E0,9.899999619E0
6.491910772E2,6.506804500E1,2.550346333E1,8.015662335E0,1.136506677E0,2.239299927E2,1.500000000E0,9.899999619E0
6.501910772E2,6.506804000E1,2.550345000E1,8.415665052E0,1.125182748E0,2.329900055E2,1.500000000E0,9.600000381E0
6.511910772E2,6.506803500E1,2.550343333E1,8.415668011E0,1.089666963E0,2.438800049E2,1.500000000E0,9.699999809E0
6.521910772E2,6.506803333E1,2.550341000E1,8.515670279E0,1.097387791E0,2.672699890E2,1.600000024E0,9.600000381E0
6.531910772E2,6.506803333E1,2.550338667E1,8.615671962E0,1.113858938E0,2.786600037E2,1.600000024E0,9.800000191E0
6.541910772E2,6.506803167E1,2.550336667E1,8.515673990E0,1.088637471E0,3.081799927E2,1.700000048E0,9.800000191E0
6.551910772E2,6.506803333E1,2.550336333E1,8.615673644E0,1.053636432E0,3.347000122E2,1.700000048E0,9.899999619E0
6.561910772E2,6.506803833E1,2.550335500E1,8.715672489E0,1.005252481E0,3.323299866E2,1.700000048E0,1.010000038E1
6.571910772E2,6.506804333E1,2.550334667E1,8.815671333E0,9.666483402E-1,3.269400024E2,1.700000048E0,1.019999981E1
6.581920772E2,6.506804833E1,2.550333833E1,9.015670177E0,9.234116673E-1,3.328200073E2,1.700000048E0,1.019999981E1
6.591920772E2,6.506805833E1,2.550332333E1,8.915667745E0,8.992197514E-1,3.339700012E2,1.700000048E0,1.030000019E1
6.601920772E2,6.506807000E1,2.550330667E1,9.115664847E0,8.930430412E-1,3.263699951E2,1.700000048E0,1.030000019E1
6.611920772E2,6.506808167E1,2.550329333E1,9.115661709E0,8.961313963E-1,3.442500000E2,1.700000048E0,1.050000000E1
6.621920772E2,6.506809167E1,2.550328167E1,8.915659036E0,8.523799777E-1,3.155299988E2,1.600000024E0,1.019999981E1
6.631920772E2,6.506810000E1,2.550326500E1,8.615657308E0,8.276733160E-1,3.408999939E2,1.600000024E0,1.019999981E1
6.641920772E2,6.506811333E1,2.550325667E1,8.315653223E0,8.575271964E-1,3.533200073E2,1.500000000E0,1.019999981E1
6.651920772E2,6.506812500E1,2.550324833E1,8.215649724E0,8.992197514E-1,3.533299866E2,1.600000024E0,1.000000000E1
6.661920772E2,6.506813833E1,2.550323667E1,8.015645879E0,9.393680692E-1,3.448200073E2,1.600000024E0,1.019999981E1
6.671920772E2,6.506814833E1,2.550322500E1,7.815643204E0,9.779722095E-1,3.192200012E2,1.600000024E0,1.019999981E1
6.681920772E2,6.506815833E1,2.550320833E1,7.415640890E0,1.019664764E0,3.282200012E2,1.600000024E0,1.050000000E1
6.691920772E2,6.506816667E1,2.550319167E1,7.015639162E0,1.038709402E0,3.313999939E2,1.600000024E0,1.060000038E1
6.701920772E2,6.506817500E1,2.550318000E1,6.615637073E0,1.065989733E0,3.347200012E2,1.600000024E0,1.069999981E1
6.711920772E2,6.506818667E1,2.550317000E1,6.115633692E0,1.088122725E0,3.216600037E2,1.600000024E0,1.039999962E1
6.721920772E2,6.506819667E1,2.550315000E1,5.915631617E0,1.103049755E0,3.233200073E2,1.600000024E0,1.060000038E1
6.731920772E2,6.506820667E1,2.550313167E1,6.215629422E0,1.095328927E0,3.154899902E2,1.600000024E0,1.060000038E1
6.741920772E2,6.506821333E1,2.550311500E1,6.315628278E0,1.096873045E0,3.363399963E2,1.600000024E0,1.050000000E1
6.751920772E2,6.506822500E1,2.550309833E1,6.815625376E0,1.101505518E0,3.329800110E2,1.600000024E0,1.030000019E1
6.761920772E2,6.506823500E1,2.550307667E1,6.915623420E0,1.092240572E0,3.277399902E2,1.600000024E0,1.010000038E1
6.771920772E2,6.506824167E1,2.550305667E1,7.315622515E0,1.061357260E0,3.112600098E2,1.700000048E0,1.019999981E1
6.781920772E2,6.506824667E1,2.550303500E1,7.715622316E0,1.033562183E0,3.169899902E2,1.600000024E0,1.030000019E1
6.791920772E2,6.506825500E1,2.550301167E1,7.915621065E0,1.037680030E0,3.173999939E2,1.600000024E0,1.050000000E1
6.801920772E2,6.506826833E1,2.550299000E1,8.215617935E0,1.030473948E0,3.194800110E2,1.600000024E0,9.600000381E0
6.811920772E2,6.506828167E1,2.550297000E1,8.315614685E0,1.034076929E0,3.199200134E2,1.600000024E0,9.699999809E0
6.821920772E2,6.506829667E1,2.550295500E1,8.415610489E0,1.056724668E0,3.249299927E2,1.600000024E0,9.699999809E0
6.831920772E2,6.506830833E1,2.550294000E1,8.615607465E0,1.094299436E0,3.254200134E2,1.600000024E0,9.800000191E0
6.841920772E2,6.506831833E1,2.550291500E1,8.715605745E0,1.106138110E0,3.214400024E2,1.600000024E0,9.899999619E0
6.851920772E2,6.506832667E1,2.550290000E1,8.715603893E0,1.103564501E0,3.267500000E2,1.600000024E0,1.000000000E1
6.861920772E2,6.506833667E1,2.550288167E1,8.815601693E0,1.107167482E0,3.244299927E2,1.600000024E0,9.899999619E0
6.871920772E2,6.506834667E1,2.550286500E1,8.815599374E0,1.146801114E0,3.377099915E2,1.500000000E0,9.899999619E0
6.881920772E2,6.506835667E1,2.550285167E1,8.715596815E0,1.209597230E0,3.279500122E2,1.399999976E0,9.800000191E0
6.891920772E2,6.506836667E1,2.550283167E1,8.715594735E0,1.208053112E0,3.139500122E2,1.399999976E0,9.899999619E0
6.901920772E2,6.506837333E1,2.550281333E1,8.615593707E0,1.202391148E0,3.238500061E2,1.399999976E0,1.010000038E1
6.911920772E2,6.506838167E1,2.550279833E1,8.915591853E0,1.201361656E0,3.314800110E2,1.500000000E0,1.019999981E1
6.921920772E2,6.506839000E1,2.550278000E1,9.115590238E0,1.211141348E0,3.272999878E2,1.600000024E0,1.019999981E1
6.931920772E2,6.506839833E1,2.550276333E1,9.115588504E0,1.212170839E0,3.251799927E2,1.600000024E0,1.039999962E1
6.941920772E2,6.506840833E1,2.550275000E1,9.315585943E0,1.210111976E0,3.227099915E2,1.600000024E0,1.050000000E1
6.951920772E2,6.506841667E1,2.550273500E1,9.315584089E0,1.220921159E0,3.228800049E2,1.600000024E0,1.039999962E1
6.961920772E2,6.506842500E1,2.550271667E1,9.215582473E0,1.205994129E0,3.129599915E2,1.500000000E0,1.039999962E1
6.971920772E2,6.506843333E1,2.550270000E1,9.215580738E0,1.209597230E0,3.260499878E2,1.600000024E0,1.039999962E1
6.981920772E2,6.506844667E1,2.550268667E1,9.215577004E0,1.184375882E0,3.253200073E2,1.600000024E0,1.039999962E1
6.991920772E2,6.506845833E1,2.550266833E1,9.315574214E0,1.218347549E0,3.287600098E2,1.600000024E0,1.010000038E1
7.001920772E2,6.506846667E1,2.550264500E1,9.615572957E0,1.214744449E0,3.176900024E2,1.600000024E0,1.010000038E1
7.011920772E2,6.506847667E1,2.550262500E1,1.021557087E1,1.208053112E0,3.241300049E2,1.600000024E0,1.010000038E1
7.021920772E2,6.506848833E1,2.550261000E1,1.021556784E1,1.199302793E0,3.283900146E2,1.500000000E0,1.030000019E1
7.031920772E2,6.506850000E1,2.550260000E1,1.021556446E1,1.160183907E0,3.289800110E2,1.500000000E0,1.019999981E1
7.041920772E2,6.506850833E1,2.550258500E1,1.021556260E1,1.149374723E0,3.237399902E2,1.500000000E0,1.010000038E1
7.051920772E2,6.506851167E1,2.550257000E1,1.061556250E1,1.131874204E0,3.271199951E2,1.600000024E0,1.010000038E1
7.061920772E2,6.506851667E1,2.550256000E1,1.081556146E1,1.141653895E0,3.138599854E2,1.600000024E0,1.000000000E1
7.071920772E2,6.506852167E1,2.550254167E1,1.091556101E1,1.139595032E0,3.083999939E2,1.600000024E0,1.000000000E1
7.081920772E2,6.506853000E1,2.550252167E1,1.111555952E1,1.149374723E0,3.166400146E2,1.500000000E0,1.030000019E1
7.091920772E2,6.506853833E1,2.550250167E1,1.131555802E1,1.135477185E0,3.202799988E2,1.600000024E0,1.000000000E1
7.101920772E2,6.506854833E1,2.550248167E1,1.171555593E1,1.130844712E0,3.129200134E2,1.600000024E0,1.019999981E1
7.111920772E2,6.506855667E1,2.550246500E1,1.221555419E1,1.126726985E0,3.233299866E2,1.600000024E0,1.019999981E1
7.121920772E2,6.506856167E1,2.550245167E1,1.241555339E1,1.104079127E0,3.173699951E2,1.600000024E0,1.019999981E1
7.131920772E2,6.506856667E1,2.550244667E1,1.301555199E1,1.097387791E0,3.318800049E2,1.600000024E0,9.600000381E0
7.141920772E2,6.506857333E1,2.550243667E1,1.311555036E1,1.114373565E0,3.202500000E2,1.700000048E0,9.500000000E0
7.151920772E2,6.506858167E1,2.550241333E1,1.351554909E1,1.113858938E0,3.146199951E2,1.600000024E0,9.500000000E0
7.161920772E2,6.506859167E1,2.550239333E1,1.361554701E1,1.138565540E0,3.153399963E2,1.600000024E0,9.500000000E0
7.171920772E2,6.506859667E1,2.550237667E1,1.301554644E1,1.131874204E0,3.232600098E2,1.600000024E0,9.500000000E0
7.181920772E2,6.506860667E1,2.550235833E1,1.291554423E1,1.134962559E0,3.188699951E2,1.600000024E0,9.600000381E0
7.191920772E2,6.506861000E1,2.550233500E1,1.271554473E1,1.141139150E0,3.011600037E2,1.600000024E0,9.600000381E0
7.201920772E2,6.506861833E1,2.550231500E1,1.271554323E1,1.170478344E0,3.221400146E2,1.700000048E0,9.399999619E0
7.211920772E2,6.506862833E1,2.550229500E1,1.231554114E1,1.173566699E0,3.233800049E2,1.600000024E0,9.399999619E0
7.221920772E2,6.506863833E1,2.550227833E1,1.171553881E1,1.205994129E0,3.115299988E2,1.600000024E0,9.500000000E0
7.231920772E2,6.506864833E1,2.550226333E1,1.131553637E1,1.271878600E0,3.258299866E2,1.600000024E0,9.600000381E0
7.241920772E2,6.506866000E1,2.550224333E1,1.121553369E1,1.278570056E0,3.384700012E2,1.700000048E0,9.899999619E0
7.251920772E2,6.506866833E1,2.550222500E1,1.151553207E1,1.273937464E0,3.276099854E2,1.600000024E0,1.000000000E1
7.261920772E2,6.506867500E1,2.550221500E1,1.131553044E1,1.237392187E0,3.208900146E2,1.600000024E0,1.000000000E1
7.271920772E2,6.506868167E1,2.550219167E1,1.121552976E1,1.243568897E0,3.200000000E2,1.600000024E0,9.899999619E0
7.281920772E2,6.506869000E1,2.550217500E1,1.151552802E1,1.187978864E0,3.089299927E2,1.600000024E0,9.500000000E0
7.291920772E2,6.506870000E1,2.550216000E1,1.151552557E1,1.154007196E0,3.213200073E2,1.600000024E0,9.899999619E0
7.301920772E2,6.506870833E1,2.550213833E1,1.141552418E1,1.116432548E0,3.162200012E2,1.600000024E0,1.000000000E1
7.311920772E2,6.506871500E1,2.550211333E1,1.131552362E1,1.086578608E0,3.137799988E2,1.600000024E0,1.000000000E1
7.321920772E2,6.506872167E1,2.550209333E1,1.131552271E1,1.043856621E0,3.139500122E2,1.600000024E0,1.000000000E1
7.331920772E2,6.506872667E1,2.550206833E1,1.131552273E1,9.831194282E-1,3.137000122E2,1.600000024E0,1.000000000E1
7.341920772E2,6.506873167E1,2.550205333E1,1.141552204E1,9.254705310E-1,3.221499939E2,1.600000024E0,9.500000000E0
7.351920772E2,6.506873833E1,2.550204333E1,1.151552041E1,9.007638693E-1,3.195100098E2,1.600000024E0,9.600000381E0
7.361920772E2,6.506874333E1,2.550202833E1,1.141551972E1,8.848075271E-1,3.130899963E2,1.700000048E0,9.399999619E0
7.371920772E2,6.506874833E1,2.550201667E1,1.151551879E1,8.611302972E-1,3.100899963E2,1.600000024E0,9.500000000E0
7.381920772E2,6.506875667E1,2.550199000E1,1.151551777E1,8.981902599E-1,3.041099854E2,1.600000024E0,9.600000381E0
7.391920772E2,6.506876667E1,2.550196500E1,1.121551603E1,9.192938805E-1,3.045799866E2,1.600000024E0,9.800000191E0
7.401920772E2,6.506877833E1,2.550195167E1,1.121551287E1,9.414269328E-1,3.116400146E2,1.600000024E0,1.000000000E1
7.411920772E2,6.506879167E1,2.550194167E1,1.131550889E1,9.630452991E-1,3.152500000E2,1.600000024E0,9.800000191E0
7.421920772E2,6.506880333E1,2.550192333E1,1.131550609E1,9.862077832E-1,3.238699951E2,1.600000024E0,9.699999809E0
7.431920772E2,6.506881167E1,2.550190333E1,1.151550458E1,1.011943936E0,3.188299866E2,1.600000024E0,9.600000381E0
7.441920772E2,6.506881667E1,2.550188500E1,1.181550413E1,1.040768385E0,3.162600098E2,1.600000024E0,9.899999619E0
7.451920772E2,6.506882000E1,2.550186333E1,1.221550450E1,1.063930869E0,3.037300110E2,1.600000024E0,1.019999981E1
7.461920772E2,6.506883000E1,2.550183667E1,1.231550288E1,1.080916643E0,2.997099915E2,1.600000024E0,1.010000038E1
7.471920772E2,6.506883500E1,2.550181333E1,1.211550279E1,1.096358299E0,3.063800049E2,1.600000024E0,1.019999981E1
7.481920772E2,6.506884333E1,2.550179000E1,1.191550152E1,1.071136951E0,2.976199951E2,1.600000024E0,1.050000000E1
7.491920772E2,6.506885167E1,2.550176833E1,1.201550013E1,1.069592834E0,3.068599854E2,1.600000024E0,1.050000000E1
7.501920772E2,6.506886167E1,2.550174167E1,1.191549851E1,1.062901378E0,3.078999939E2,1.600000024E0,1.060000038E1
7.511920772E2,6.506887000E1,2.550171500E1,1.211549747E1,1.057754159E0,3.081600037E2,1.600000024E0,1.089999962E1
7.521920772E2,6.506888000E1,2.550169667E1,1.231549526E1,1.043856621E0,3.280000000E2,1.600000024E0,1.069999981E1
7.531920772E2,6.506889000E1,2.550168000E1,1.211549292E1,1.028929710E0,3.286700134E2,1.600000024E0,1.089999962E1
7.541920772E2,6.506889833E1,2.550165833E1,1.191549153E1,1.046430230E0,3.155899963E2,1.700000048E0,1.089999962E1
7.551920772E2,6.506890667E1,2.550163500E1,1.171549026E1,1.071651697E0,3.166900024E2,1.700000048E0,1.110000038E1
7.561920772E2,6.506891500E1,2.550160333E1,1.151548958E1,1.126212239E0,3.130599976E2,1.600000024E0,1.100000000E1
7.571920772E2,6.506892333E1,2.550157333E1,1.131548878E1,1.159669161E0,3.078500061E2,1.600000024E0,1.110000038E1
7.581920772E2,6.506893167E1,2.550154333E1,1.141548799E1,1.210111976E0,2.977399902E2,1.600000024E0,1.080000019E1
7.591920772E2,6.506893833E1,2.550151833E1,1.131548742E1,1.201876402E0,2.964700012E2,1.700000048E0,1.089999962E1
7.601920772E2,6.506894000E1,2.550149667E1,1.151548838E1,1.176655054E0,2.881499939E2,1.700000048E0,1.119999981E1
7.611920772E2,6.506894667E1,2.550147500E1,1.201548757E1,1.216803312E0,3.034899902E2,1.700000048E0,1.100000000E1
7.621920772E2,6.506895500E1,2.550143000E1,1.141548785E1,1.287835002E0,3.074299927E2,1.600000024E0,1.110000038E1
7.631920772E2,6.506897000E1,2.550140167E1,1.191548457E1,1.313571095E0,3.041000061E2,1.600000024E0,1.080000019E1
7.641920772E2,6.506898167E1,2.550137667E1,1.211548224E1,1.339307189E0,3.228399963E2,1.600000024E0,1.100000000E1
7.651920772E2,6.506899167E1,2.550135167E1,1.231548050E1,1.338277817E0,3.133299866E2,1.700000048E0,1.110000038E1
7.661920772E2,6.506899833E1,2.550132667E1,1.231547993E1,1.313056350E0,3.032200012E2,1.600000024E0,1.100000000E1
7.671920772E2,6.506900333E1,2.550130333E1,1.221547983E1,1.290923357E0,3.133299866E2,1.700000048E0,1.080000019E1
7.681920772E2,6.506901000E1,2.550128333E1,1.241547890E1,1.293496966E0,3.221900024E2,1.600000024E0,1.080000019E1
7.691920772E2,6.506902333E1,2.550126333E1,1.261547562E1,1.322836161E0,3.417300110E2,1.600000024E0,1.050000000E1
7.701920772E2,6.506903833E1,2.550125833E1,1.281547068E1,1.378940821E0,3.530899963E2,1.500000000E0,1.000000000E1
7.711920772E2,6.506905000E1,2.550126000E1,1.281546645E1,1.376367211E0,4.429999828E0,1.500000000E0,9.899999619E0
7.721920772E2,6.506906167E1,2.550126833E1,1.281546173E1,1.348572254E0,8.420000076E0,1.500000000E0,9.800000191E0
7.731920772E2,6.506907333E1,2.550128000E1,1.271545678E1,1.351660609E0,1.273999977E1,1.500000000E0,1.000000000E1
7.741920772E2,6.506908333E1,2.550129500E1,1.271545218E1,1.350116372E0,1.796999931E1,1.500000000E0,1.000000000E1
7.751920772E2,6.506909667E1,2.550130667E1,1.291544665E1,1.380485058E0,1.876000023E1,1.500000000E0,1.000000000E1
7.761920772E2,6.506910833E1,2.550131500E1,1.291544193E1,1.415486097E0,2.407999992E1,1.500000000E0,9.899999619E0
7.771920772E2,6.506912167E1,2.550133000E1,1.251543616E1,1.445854664E0,3.129000092E1,1.500000000E0,9.899999619E0
7.781920772E2,6.506913500E1,2.550134500E1,1.211543039E1,1.448428392E0,2.877000046E1,1.500000000E0,9.899999619E0
7.791920772E2,6.506914833E1,2.550135667E1,1.171542485E1,1.462325811E0,2.910000038E1,1.500000000E0,9.899999619E0
7.801920772E2,6.506915833E1,2.550137167E1,1.131542025E1,1.460781693E0,3.352999878E1,1.500000000E0,9.899999619E0
7.811920772E2,6.506916833E1,2.550138667E1,1.101541565E1,1.442766428E0,3.447999954E1,1.500000000E0,1.000000000E1
7.821920772E2,6.506917667E1,2.550139833E1,1.091541188E1,1.424751163E0,3.490000153E1,1.500000000E0,1.010000038E1
7.831920772E2,6.506918667E1,2.550141333E1,1.071540728E1,1.418059707E0,3.940000153E1,1.500000000E0,1.000000000E1
7.841920772E2,6.506919500E1,2.550143000E1,1.051540316E1,1.403647542E0,4.031999969E1,1.500000000E0,1.010000038E1
7.851920772E2,6.506920333E1,2.550144667E1,1.051539903E1,1.372249484E0,3.970000076E1,1.500000000E0,1.010000038E1
7.861920772E2,6.506921333E1,2.550146667E1,1.061539408E1,1.334159970E0,3.420999908E1,1.500000000E0,1.000000000E1
7.871920772E2,6.506922333E1,2.550148500E1,1.071538924E1,1.314085841E0,3.395999908E1,1.500000000E0,9.899999619E0
7.881920772E2,6.506923333E1,2.550150500E1,1.091538429E1,1.277540565E0,3.668999863E1,1.500000000E0,9.899999619E0
7.891920772E2,6.506924500E1,2.550152500E1,1.101537875E1,1.255922198E0,3.920000076E1,1.500000000E0,9.899999619E0
7.901920772E2,6.506925333E1,2.550154167E1,1.121537463E1,1.255922198E0,4.365999985E1,1.500000000E0,1.010000038E1
7.911920772E2,6.506926167E1,2.550156167E1,1.131537027E1,1.274966955E0,4.733000183E1,1.500000000E0,1.030000019E1
7.921920772E2,6.506927000E1,2.550157667E1,1.141536626E1,1.281658292E0,4.184000015E1,1.500000000E0,1.019999981E1
7.931920772E2,6.506928167E1,2.550159500E1,1.111536084E1,1.297614694E0,3.870999908E1,1.500000000E0,1.010000038E1
7.941920772E2,6.506929667E1,2.550161333E1,1.111535424E1,1.319233060E0,4.413999939E1,1.500000000E0,1.000000000E1
7.951920772E2,6.506930500E1,2.550163167E1,1.101535000E1,1.292982221E0,3.540000153E1,1.500000000E0,1.019999981E1
7.961920772E2,6.506931167E1,2.550164167E1,1.111534694E1,1.310997486E0,3.508000183E1,1.500000000E0,1.019999981E1
7.971920772E2,6.506932000E1,2.550166333E1,1.121534246E1,1.312026978E0,3.529999924E1,1.500000000E0,1.010000038E1
7.981920772E2,6.506932833E1,2.550168167E1,1.121533822E1,1.333130598E0,3.402999878E1,1.500000000E0,1.010000038E1
7.991920772E2,6.506933667E1,2.550169833E1,1.141533409E1,1.334159970E0,3.884999847E1,1.500000000E0,1.000000000E1
8.001920772E2,6.506934500E1,2.550172167E1,1.141532950E1,1.326439142E0,4.806000137E1,1.500000000E0,1.000000000E1
8.011920772E2,6.506935333E1,2.550174333E1,1.181532502E1,1.317688942E0,4.615999985E1,1.500000000E0,9.899999619E0
8.021920772E2,6.506936167E1,2.550175500E1,1.191532125E1,1.311512232E0,3.690000153E1,1.500000000E0,9.899999619E0
8.031920772E2,6.506937000E1,2.550176833E1,1.151531736E1,1.287835002E0,3.022999954E1,1.500000000E0,9.899999619E0
8.041920772E2,6.506937833E1,2.550178000E1,1.101531360E1,1.263128281E0,3.126000023E1,1.500000000E0,1.010000038E1
8.051920772E2,6.506938833E1,2.550179833E1,1.081530877E1,1.318718314E0,3.279999924E1,1.500000000E0,1.010000038E1
8.061920772E2,6.506940167E1,2.550182000E1,1.071530253E1,1.331071615E0,2.787000084E1,1.500000000E0,1.019999981E1
8.071920772E2,6.506941333E1,2.550184167E1,1.081529688E1,1.360925555E0,3.325999832E1,1.500000000E0,1.019999981E1
8.081920772E2,6.506942667E1,2.550185667E1,1.091529111E1,1.389235258E0,3.874000168E1,1.500000000E0,1.010000038E1
8.091920772E2,6.506943667E1,2.550187333E1,1.121528640E1,1.407765269E0,3.584000015E1,1.500000000E0,1.010000038E1
8.101920772E2,6.506944833E1,2.550189000E1,1.141528111E1,1.419089198E0,3.965999985E1,1.500000000E0,1.000000000E1
8.111920772E2,6.506945833E1,2.550191000E1,1.121527616E1,1.414971352E0,2.795999908E1,1.500000000E0,9.899999619E0
8.121920772E2,6.506946833E1,2.550192667E1,1.121527145E1,1.428354144E0,3.486000061E1,1.500000000E0,1.000000000E1
8.131920772E2,6.506947667E1,2.550194333E1,1.121526733E1,1.440707445E0,3.381999969E1,1.500000000E0,1.019999981E1
8.141920772E2,6.506948500E1,2.550195833E1,1.151526333E1,1.438648582E0,3.445000076E1,1.500000000E0,1.010000038E1
8.151920772E2,6.506949667E1,2.550197667E1,1.191525792E1,1.408280015E0,2.618000031E1,1.500000000E0,1.000000000E1
8.161920772E2,6.506950667E1,2.550199667E1,1.221525298E1,1.382029176E0,3.045999908E1,1.500000000E0,1.000000000E1
8.171920772E2,6.506951667E1,2.550201500E1,1.231524815E1,1.330042243E0,4.379000092E1,1.500000000E0,9.699999809E0
8.181920772E2,6.506952500E1,2.550203500E1,1.231524379E1,1.294011712E0,4.608000183E1,1.399999976E0,9.899999619E0
8.191920772E2,6.506953500E1,2.550205500E1,1.241523885E1,1.273422837E0,4.190999985E1,1.500000000E0,9.899999619E0
8.201920772E2,6.506954333E1,2.550207000E1,1.231523485E1,1.260554671E0,3.738999939E1,1.500000000E0,1.010000038E1
8.211920772E2,6.506955167E1,2.550208500E1,1.231523085E1,1.259525299E0,4.233000183E1,1.500000000E0,1.000000000E1
8.221920772E2,6.506956167E1,2.550210167E1,1.271522615E1,1.260554671E0,4.066999817E1,1.500000000E0,9.899999619E0
8.231920772E2,6.506957167E1,2.550212167E1,1.321522121E1,1.264672518E0,3.888999939E1,1.500000000E0,9.899999619E0
8.241920772E2,6.506958000E1,2.550214000E1,1.351521697E1,1.278570056E0,3.952000046E1,1.500000000E0,9.899999619E0
8.251920772E2,6.506959000E1,2.550215500E1,1.391521238E1,1.299158931E0,3.370000076E1,1.500000000E0,1.000000000E1
8.261920772E2,6.506959833E1,2.550217167E1,1.421520827E1,1.303276658E0,3.254000092E1,1.500000000E0,1.000000000E1
8.271920772E2,6.506960833E1,2.550218833E1,1.451520356E1,1.338277817E0,3.147999954E1,1.500000000E0,1.000000000E1
8.281920772E2,6.506962000E1,2.550220500E1,1.481519827E1,1.344454408E0,3.550999832E1,1.500000000E0,1.000000000E1
8.291920772E2,6.506963167E1,2.550221833E1,1.491519322E1,1.340336680E0,3.425999832E1,1.500000000E0,1.010000038E1
8.301920772E2,6.506964333E1,2.550223167E1,1.481518816E1,1.336733580E0,3.176000023E1,1.500000000E0,1.010000038E1
8.311920772E2,6.506965500E1,2.550224833E1,1.461518287E1,1.330556989E0,2.362000084E1,1.500000000E0,1.019999981E1
8.321920772E2,6.506966667E1,2.550225833E1,1.451517806E1,1.337248325E0,2.136000061E1,1.500000000E0,9.800000191E0
8.331920772E2,6.506968000E1,2.550227167E1,1.441517242E1,1.359896064E0,2.464999962E1,1.500000000E0,1.000000000E1
8.341920772E2,6.506969167E1,2.550228667E1,1.441516724E1,1.371734738E0,3.400999832E1,1.500000000E0,9.899999619E0
8.351920772E2,6.506970167E1,2.550230500E1,1.451516242E1,1.370190501E0,2.770000076E1,1.500000000E0,1.000000000E1
8.361920772E2,6.506971167E1,2.550232333E1,1.461515761E1,1.374308348E0,3.139999962E1,1.500000000E0,1.000000000E1
8.371920772E2,6.506972333E1,2.550234000E1,1.471515232E1,1.351660609E0,2.589999962E1,1.500000000E0,1.010000038E1
8.381920772E2,6.506973333E1,2.550234833E1,1.481514821E1,1.334674716E0,1.590999985E1,1.500000000E0,1.030000019E1
8.391920772E2,6.506974333E1,2.550236000E1,1.481514386E1,1.319747806E0,2.272999954E1,1.500000000E0,1.010000038E1
8.401920772E2,6.506975167E1,2.550236833E1,1.511514033E1,1.308423877E0,1.907999992E1,1.500000000E0,1.010000038E1
8.411920772E2,6.506975333E1,2.550237333E1,1.511513939E1,1.206508875E0,6.360000134E0,1.600000024E0,1.010000038E1
8.421920772E2,6.506975333E1,2.550237833E1,1.511513904E1,1.063416123E0,3.340599976E2,1.500000000E0,9.899999619E0
8.431920772E2,6.506975333E1,2.550237833E1,1.501513904E1,9.115730524E-1,3.304400024E2,1.500000000E0,9.899999619E0
8.441920772E2,6.506975167E1,2.550237833E1,1.491513963E1,7.731127739E-1,2.916900024E2,1.399999976E0,9.899999619E0
8.451920772E2,6.506975000E1,2.550237833E1,1.471514021E1,6.367114186E-1,2.795000076E1,1.399999976E0,1.010000038E1
8.461920772E2,6.506974833E1,2.550238000E1,1.451514068E1,5.131780505E-1,1.901799927E2,1.500000000E0,9.899999619E0
